订单ID,订单日期,发货日期,配送方式,区域,省份,客户ID,客户名称,客户类型,产品类别,产品名称,单价,数量,折扣率,销售额,利润,利润率,销售员,支付方式
ORD-202500183,2025-05-10,2025-05-15,自提,西北,兰州,C01162,黄强静,政府机构,办公用品,碎纸机,119.79,19,0.2,1820.81,219.59,0.1206,陈静,对公转账
ORD-202500555,2025-05-10,2025-05-16,自提,华北,济南,C01032,周超芳,企业客户,食品饮料,饼干,70.26,17,0.3,836.09,-56.52,-0.0676,周伟,对公转账
ORD-202500799,2025-05-10,2025-05-12,自提,华中,长沙,C01199,徐丽,政府机构,服装鞋帽,T恤,684.6,40,0,27384.0,3557.18,0.1299,孙磊,信用卡
ORD-202400604,2025-05-11,2025-05-12,顺丰速运,华中,长沙,C01185,刘丽艳,政府机构,家居用品,电风扇,1381.32,25,0.1,31079.7,-1199.68,-0.0386,陈静,货到付款
ORD-202400739,2025-05-11,2025-05-15,标准快递,华东,苏州,C01003,吴磊,个人消费者,服装鞋帽,运动鞋,442.61,37,0.15,13920.08,-1073.24,-0.0771,周伟,货到付款
ORD-202400894,2025-05-11,2025-05-17,标准快递,东北,沈阳,C01011,胡磊芳,政府机构,电子产品,智能手机,2165.34,1,0.3,1515.74,386.67,0.2551,孙磊,微信支付
ORD-202400688,2025-05-12,2025-05-19,标准快递,华东,上海,C01172,王娟,企业客户,电子产品,平板电脑,4832.72,5,0.15,20539.06,6233.6,0.3035,王芳,信用卡
ORD-202400771,2025-05-12,2025-05-13,顺丰速运,东北,大连,C01056,胡涛,企业客户,家居用品,扫地机器人,1781.18,4,0.1,6412.25,1924.32,0.3001,吴敏,货到付款
ORD-202400548,2025-05-13,2025-05-14,标准快递,西南,南宁,C01104,陈磊芳,政府机构,食品饮料,茶叶,112.35,29,0,3258.15,125.76,0.0386,李华,对公转账
ORD-202500429,2025-05-13,2025-05-16,标准快递,西南,南宁,C01022,徐洋磊,企业客户,服装鞋帽,围巾,1274.77,3,0,3824.31,971.76,0.2541,张明,支付宝
ORD-202500935,2025-05-13,2025-05-17,标准快递,华北,青岛,C01048,马洋涛,企业客户,电子产品,充电器,5996.23,32,0.1,172691.42,12658.28,0.0733,孙磊,支付宝
ORD-202400388,2025-05-14,2025-05-16,自提,华东,南京,C01093,朱伟丽,企业客户,办公用品,文件夹,26.19,14,0.25,275.0,84.84,0.3085,吴敏,信用卡
ORD-202400742,2025-05-14,2025-05-16,自提,西北,西安,C01166,徐娟洋,个人消费者,服装鞋帽,T恤,872.91,21,0.25,13748.33,-981.63,-0.0714,李华,信用卡
ORD-202400295,2025-05-15,2025-05-20,标准快递,华中,长沙,C01067,吴芳磊,政府机构,食品饮料,饼干,111.61,23,0,2567.03,710.81,0.2769,张明,银行卡
ORD-202500458,2025-05-15,2025-05-18,京东物流,西南,重庆,C01119,胡涛,教育机构,家居用品,电风扇,536.54,45,0.1,21729.87,1834.0,0.0844,吴敏,信用卡
ORD-202400029,2025-05-16,2025-05-21,标准快递,华中,郑州,C01093,朱伟丽,企业客户,电子产品,充电器,2995.71,29,0.2,69500.47,22775.3,0.3277,陈静,货到付款
ORD-202400206,2025-05-16,2025-05-19,顺丰速运,华南,深圳,C01125,刘涛强,教育机构,办公用品,碎纸机,228.25,4,0.1,821.7,269.76,0.3283,周伟,微信支付
ORD-202400667,2025-05-16,2025-05-20,顺丰速运,华南,福州,C01007,孙磊静,企业客户,家居用品,台灯,325.82,4,0,1303.28,161.87,0.1242,郑丽,信用卡
ORD-202500886,2025-05-16,2025-05-23,专线物流,华中,郑州,C01050,杨磊,个人消费者,服装鞋帽,T恤,1163.86,20,0.1,20949.48,6999.22,0.3341,张明,对公转账
ORD-202400582,2025-05-17,2025-05-21,京东物流,华中,南昌,C01138,胡磊,个人消费者,电子产品,耳机,1845.48,25,0.2,36909.6,-1679.39,-0.0455,刘洋,银行卡
ORD-202400633,2025-05-17,2025-05-20,京东物流,西南,南宁,C01110,刘强磊,教育机构,服装鞋帽,T恤,1821.47,24,0.15,37157.99,-1241.08,-0.0334,陈静,信用卡
ORD-202500220,2025-05-17,2025-05-19,顺丰速运,华中,合肥,C01046,王勇强,教育机构,电子产品,智能手机,2987.79,40,0,119511.6,25993.77,0.2175,周伟,支付宝
ORD-202500687,2025-05-17,2025-05-22,京东物流,东北,沈阳,C01011,胡磊芳,政府机构,家居用品,收纳盒,2478.34,19,0.25,35316.35,6346.35,0.1797,吴敏,信用卡
ORD-202500793,2025-05-17,2025-05-19,标准快递,华中,长沙,C01039,周丽艳,企业客户,食品饮料,坚果零食,180.08,29,0.1,4700.09,890.2,0.1894,陈静,微信支付
ORD-202400291,2025-05-18,2025-05-25,京东物流,西北,西安,C01083,李娟洋,个人消费者,家居用品,收纳盒,922.43,48,0.2,35421.31,8795.11,0.2483,周伟,货到付款
ORD-202400644,2025-05-18,2025-05-24,专线物流,西北,兰州,C01093,朱伟丽,企业客户,电子产品,智能手机,6129.51,32,0,196144.32,33246.46,0.1695,郑丽,信用卡
ORD-202400988,2025-05-18,2025-05-20,标准快递,华东,杭州,C01022,徐洋磊,企业客户,电子产品,平板电脑,2890.6,40,0.1,104061.6,-4859.68,-0.0467,王芳,对公转账
ORD-202500603,2025-05-18,2025-05-22,京东物流,西南,重庆,C01043,赵芳,企业客户,食品饮料,坚果零食,170.34,19,0.05,3074.64,537.45,0.1748,郑丽,微信支付
ORD-202400343,2025-05-19,2025-05-21,顺丰速运,东北,长春,C01101,孙涛静,个人消费者,电子产品,平板电脑,4906.27,13,0,63781.51,20320.79,0.3186,赵强,信用卡
ORD-202400424,2025-05-19,2025-05-24,专线物流,东北,哈尔滨,C01193,胡敏,个人消费者,食品饮料,咖啡,196.93,33,0.1,5848.82,462.06,0.079,张明,微信支付
ORD-202400993,2025-05-19,2025-05-24,顺丰速运,西南,重庆,C01178,朱伟艳,教育机构,食品饮料,矿泉水,117.45,27,0.25,2378.36,380.54,0.16,李华,货到付款
ORD-202400445,2025-05-20,2025-05-22,京东物流,华北,太原,C01009,杨芳静,政府机构,办公用品,碎纸机,400.73,24,0.2,7694.02,1643.44,0.2136,王芳,支付宝
ORD-202500070,2025-05-20,2025-05-27,标准快递,西北,西安,C01036,张强,个人消费者,办公用品,订书机,55.86,15,0,837.9,227.49,0.2715,周伟,银行卡
ORD-202500178,2025-05-20,2025-05-23,标准快递,华东,杭州,C01057,杨洋,教育机构,办公用品,白板,336.01,23,0,7728.23,1815.36,0.2349,王芳,银行卡
ORD-202500455,2025-05-20,2025-05-23,标准快递,西北,西安,C01191,王杰强,企业客户,服装鞋帽,背包,1644.52,6,0.2,7893.7,-746.74,-0.0946,郑丽,银行卡
ORD-202400743,2025-05-21,2025-05-26,京东物流,西北,乌鲁木齐,C01121,周强,教育机构,食品饮料,果汁,88.94,11,0.1,880.51,199.7,0.2268,赵强,信用卡
ORD-202400913,2025-05-21,2025-05-24,标准快递,西北,银川,C01058,胡伟娜,个人消费者,电子产品,移动电源,2698.5,46,0.05,117924.45,33207.53,0.2816,吴敏,微信支付
ORD-202500141,2025-05-21,2025-05-27,顺丰速运,西北,乌鲁木齐,C01168,刘杰艳,教育机构,家居用品,加湿器,2148.01,24,0.25,38664.18,1225.65,0.0317,刘洋,对公转账
ORD-202500356,2025-05-21,2025-05-23,自提,西南,贵阳,C01145,赵强,企业客户,办公用品,打印纸,498.66,46,0.2,18350.69,2794.81,0.1523,孙磊,对公转账
ORD-202500441,2025-05-21,2025-05-22,标准快递,西南,南宁,C01134,朱超丽,企业客户,食品饮料,咖啡,74.95,17,0.05,1210.44,158.57,0.131,陈静,信用卡
ORD-202400820,2025-05-22,2025-05-24,京东物流,华东,宁波,C01189,张磊洋,政府机构,家居用品,暖风机,713.91,40,0.05,27128.58,206.18,0.0076,周伟,货到付款
ORD-202500848,2025-05-23,2025-05-27,自提,东北,长春,C01031,张娟超,企业客户,家居用品,暖风机,223.4,30,0.3,4691.4,457.88,0.0976,郑丽,信用卡
ORD-202400016,2025-05-24,2025-05-29,京东物流,华南,深圳,C01120,赵娜涛,个人消费者,食品饮料,果汁,53.03,17,0,901.51,274.51,0.3045,孙磊,货到付款
ORD-202400161,2025-05-24,2025-05-28,专线物流,华东,宁波,C01012,吴强,个人消费者,食品饮料,乳制品,168.43,14,0.1,2122.22,86.59,0.0408,王芳,微信支付
ORD-202400006,2025-05-25,2025-05-31,自提,华北,济南,C01038,李杰,政府机构,办公用品,签字笔,418.19,31,0.05,12315.7,1300.54,0.1056,郑丽,微信支付
ORD-202400337,2025-05-25,2025-05-29,专线物流,华北,北京,C01143,黄伟,政府机构,食品饮料,果汁,131.71,7,0.15,783.67,67.08,0.0856,李华,支付宝
ORD-202500015,2025-05-25,2025-05-26,标准快递,华中,郑州,C01023,刘娜强,教育机构,家居用品,空气净化器,509.57,18,0.3,6420.58,407.71,0.0635,吴敏,微信支付
ORD-202500393,2025-05-25,2025-05-27,自提,西南,重庆,C01046,王勇强,教育机构,办公用品,打印纸,436.69,10,0.3,3056.83,209.09,0.0684,王芳,货到付款
ORD-202400683,2025-05-26,2025-05-28,标准快递,西北,银川,C01187,徐强,企业客户,办公用品,白板,268.7,40,0.15,9135.8,2928.94,0.3206,赵强,对公转账
ORD-202400840,2025-05-26,2025-06-02,专线物流,西北,乌鲁木齐,C01177,徐丽涛,个人消费者,办公用品,文件夹,212.48,44,0.15,7946.75,1933.44,0.2433,陈静,银行卡
ORD-202400990,2025-05-26,2025-06-01,自提,华北,石家庄,C01100,张芳艳,政府机构,电子产品,移动电源,67.32,10,0,673.2,29.69,0.0441,吴敏,货到付款
ORD-202500815,2025-05-26,2025-05-27,标准快递,西南,成都,C01041,杨杰杰,教育机构,家居用品,加湿器,173.8,10,0,1738.0,-83.42,-0.048,吴敏,货到付款
ORD-202500858,2025-05-26,2025-06-01,自提,东北,哈尔滨,C01186,吴艳,企业客户,家居用品,电风扇,2021.12,36,0.25,54570.24,-1762.62,-0.0323,吴敏,对公转账
ORD-202500631,2025-05-27,2025-06-03,标准快递,东北,长春,C01092,李涛,教育机构,服装鞋帽,T恤,988.42,40,0.1,35583.12,9020.32,0.2535,王芳,银行卡
ORD-202500191,2025-05-28,2025-06-01,顺丰速运,东北,长春,C01177,徐丽涛,个人消费者,电子产品,笔记本电脑,2300.56,2,0.05,4371.06,805.15,0.1842,刘洋,支付宝
ORD-202500223,2025-05-28,2025-05-30,自提,西北,乌鲁木齐,C01130,王磊磊,教育机构,电子产品,笔记本电脑,3575.02,18,0.3,45045.25,-477.48,-0.0106,张明,微信支付
ORD-202400103,2025-05-29,2025-06-04,标准快递,华南,厦门,C01145,赵强,企业客户,服装鞋帽,运动鞋,383.84,40,0.3,10747.52,557.8,0.0519,李华,支付宝
ORD-202400679,2025-05-29,2025-06-05,专线物流,东北,哈尔滨,C01020,朱伟涛,教育机构,家居用品,电风扇,919.58,28,0.05,24460.83,3023.36,0.1236,刘洋,微信支付
ORD-202500100,2025-05-29,2025-06-04,京东物流,东北,大连,C01021,刘芳强,企业客户,电子产品,充电器,2201.82,47,0.05,98311.26,9280.58,0.0944,张明,微信支付
ORD-202500010,2025-05-30,2025-05-31,京东物流,西南,重庆,C01010,马伟娟,个人消费者,电子产品,耳机,6378.75,31,0.3,138418.88,40279.89,0.291,王芳,微信支付
ORD-202500143,2025-05-30,2025-05-31,专线物流,华东,南京,C01036,张强,个人消费者,食品饮料,果汁,190.26,32,0.1,5479.49,-354.52,-0.0647,刘洋,微信支付
ORD-202500991,2025-05-30,2025-05-31,京东物流,华中,郑州,C01015,刘洋杰,企业客户,电子产品,智能手表,2065.05,13,0,26845.65,5557.05,0.207,郑丽,货到付款
ORD-202400399,2025-05-31,2025-06-06,专线物流,华中,长沙,C01137,朱洋,个人消费者,服装鞋帽,T恤,395.97,40,0.3,11087.16,-913.58,-0.0824,李华,支付宝
ORD-202400711,2025-05-31,2025-06-05,顺丰速运,华中,郑州,C01067,吴芳磊,政府机构,食品饮料,果汁,76.07,36,0,2738.52,441.45,0.1612,吴敏,对公转账
ORD-202500520,2025-05-31,2025-06-07,顺丰速运,华东,苏州,C01078,刘艳强,企业客户,家居用品,台灯,2093.96,20,0.05,39785.24,9552.44,0.2401,李华,对公转账
ORD-202400110,2025-06-01,2025-06-05,自提,华南,深圳,C01168,刘杰艳,教育机构,服装鞋帽,外套,144.88,19,0.2,2202.18,371.95,0.1689,孙磊,银行卡
ORD-202400762,2025-06-01,2025-06-02,标准快递,西北,西安,C01167,王敏强,企业客户,办公用品,笔记本,315.36,23,0,7253.28,-569.38,-0.0785,刘洋,信用卡
ORD-202500112,2025-06-01,2025-06-05,京东物流,华中,武汉,C01140,张敏磊,企业客户,电子产品,平板电脑,3266.23,12,0.05,37235.02,10381.12,0.2788,吴敏,对公转账
ORD-202500601,2025-06-01,2025-06-04,标准快递,华中,南昌,C01124,胡娜娟,教育机构,食品饮料,饼干,68.25,6,0.05,389.02,-10.46,-0.0269,张明,银行卡
ORD-202400752,2025-06-02,2025-06-06,自提,西北,西安,C01113,刘勇杰,个人消费者,家居用品,暖风机,1110.3,9,0,9992.7,2816.94,0.2819,赵强,支付宝
ORD-202400927,2025-06-02,2025-06-05,专线物流,华北,济南,C01012,吴强,个人消费者,家居用品,加湿器,2932.0,43,0,126076.0,1487.7,0.0118,孙磊,银行卡
ORD-202500876,2025-06-02,2025-06-06,标准快递,西南,昆明,C01013,徐强涛,个人消费者,电子产品,平板电脑,2755.27,17,0.1,42155.63,11027.91,0.2616,郑丽,支付宝
ORD-202400058,2025-06-03,2025-06-04,专线物流,华北,太原,C01024,胡艳磊,企业客户,食品饮料,矿泉水,14.21,19,0,269.99,51.33,0.1901,孙磊,对公转账
ORD-202400116,2025-06-03,2025-06-10,标准快递,西南,南宁,C01173,赵娟洋,政府机构,食品饮料,果汁,113.9,31,0,3530.9,232.33,0.0658,郑丽,信用卡
ORD-202400629,2025-06-03,2025-06-06,自提,西北,乌鲁木齐,C01145,赵强,企业客户,食品饮料,茶叶,194.01,49,0.3,6654.54,1331.57,0.2001,李华,银行卡
ORD-202400744,2025-06-03,2025-06-05,自提,西南,昆明,C01076,胡杰,政府机构,服装鞋帽,背包,1692.81,43,0.2,58232.66,-2387.54,-0.041,陈静,信用卡
ORD-202500179,2025-06-03,2025-06-06,自提,华北,太原,C01010,马伟娟,个人消费者,服装鞋帽,围巾,1565.24,46,0.1,64800.94,19537.48,0.3015,孙磊,支付宝
ORD-202500394,2025-06-03,2025-06-05,京东物流,东北,长春,C01080,刘超,个人消费者,电子产品,耳机,358.26,35,0,12539.1,3300.29,0.2632,陈静,支付宝
ORD-202500452,2025-06-03,2025-06-04,标准快递,华东,杭州,C01180,刘丽,个人消费者,家居用品,空气净化器,457.36,35,0.3,11205.32,3784.04,0.3377,李华,货到付款
ORD-202500537,2025-06-03,2025-06-05,京东物流,华南,广州,C01140,张敏磊,企业客户,电子产品,笔记本电脑,736.7,12,0.05,8398.38,845.72,0.1007,刘洋,对公转账
ORD-202400007,2025-06-04,2025-06-10,京东物流,华南,广州,C01130,王磊磊,教育机构,办公用品,碎纸机,396.05,27,0.1,9624.02,3083.54,0.3204,刘洋,支付宝
ORD-202400067,2025-06-04,2025-06-07,顺丰速运,华东,南京,C01036,张强,个人消费者,办公用品,文件夹,475.83,22,0.2,8374.61,-113.89,-0.0136,刘洋,支付宝
ORD-202400367,2025-06-04,2025-06-08,专线物流,华中,武汉,C01043,赵芳,企业客户,办公用品,白板,100.29,33,0,3309.57,1081.24,0.3267,张明,对公转账
ORD-202400883,2025-06-05,2025-06-11,京东物流,华中,郑州,C01009,杨芳静,政府机构,电子产品,充电器,3113.4,28,0.05,82816.44,753.63,0.0091,张明,货到付款
ORD-202500298,2025-06-05,2025-06-09,京东物流,华中,长沙,C01114,朱涛强,企业客户,家居用品,台灯,2288.5,44,0.1,90624.6,-5201.85,-0.0574,孙磊,货到付款
ORD-202400141,2025-06-06,2025-06-10,京东物流,东北,沈阳,C01119,胡涛,教育机构,食品饮料,咖啡,104.11,30,0.3,2186.31,-161.79,-0.074,张明,货到付款
ORD-202500540,2025-06-06,2025-06-13,京东物流,华东,上海,C01036,张强,个人消费者,服装鞋帽,围巾,568.48,34,0,19328.32,705.48,0.0365,吴敏,微信支付
ORD-202500976,2025-06-06,2025-06-09,专线物流,华南,广州,C01035,胡静超,企业客户,家居用品,台灯,292.51,26,0.2,6084.21,-6.08,-0.001,刘洋,支付宝
ORD-202500484,2025-06-07,2025-06-08,顺丰速运,西北,兰州,C01042,胡勇,企业客户,食品饮料,矿泉水,185.61,9,0,1670.49,-90.21,-0.054,陈静,支付宝
ORD-202400561,2025-06-08,2025-06-12,专线物流,西南,昆明,C01178,朱伟艳,教育机构,食品饮料,茶叶,192.23,19,0.1,3287.13,-80.86,-0.0246,刘洋,货到付款
ORD-202500446,2025-06-08,2025-06-15,京东物流,东北,长春,C01126,徐强敏,个人消费者,食品饮料,果汁,70.4,23,0.1,1457.28,216.55,0.1486,李华,银行卡
ORD-202400972,2025-06-09,2025-06-10,顺丰速运,华南,佛山,C01053,杨娜敏,企业客户,服装鞋帽,裤子,1146.87,25,0.15,24370.99,4221.06,0.1732,王芳,支付宝
ORD-202500746,2025-06-09,2025-06-15,自提,华北,天津,C01056,胡涛,企业客户,食品饮料,坚果零食,110.58,23,0.15,2161.84,-98.15,-0.0454,孙磊,支付宝
ORD-202400387,2025-06-10,2025-06-12,京东物流,华中,长沙,C01124,胡娜娟,教育机构,家居用品,电风扇,2847.67,43,0,122449.81,28310.4,0.2312,赵强,支付宝
ORD-202400947,2025-06-10,2025-06-13,专线物流,华东,苏州,C01064,周芳,个人消费者,食品饮料,坚果零食,36.59,8,0.1,263.45,82.01,0.3113,刘洋,支付宝
ORD-202500252,2025-06-11,2025-06-18,京东物流,西南,贵阳,C01118,黄磊,个人消费者,食品饮料,矿泉水,94.56,3,0,283.68,82.44,0.2906,郑丽,支付宝
ORD-202500794,2025-06-11,2025-06-17,专线物流,西北,兰州,C01045,赵芳,政府机构,办公用品,笔记本,108.53,5,0.25,406.99,-0.69,-0.0017,王芳,支付宝
ORD-202400420,2025-06-12,2025-06-17,自提,华东,宁波,C01046,王勇强,教育机构,办公用品,文件夹,147.21,26,0.1,3444.71,-226.66,-0.0658,陈静,银行卡
ORD-202400510,2025-06-12,2025-06-19,京东物流,西北,西安,C01109,杨勇,政府机构,家居用品,空气净化器,1335.48,20,0.1,24038.64,2586.56,0.1076,张明,对公转账
ORD-202400301,2025-06-13,2025-06-20,自提,华南,广州,C01168,刘杰艳,教育机构,服装鞋帽,裤子,1338.03,44,0,58873.32,13222.95,0.2246,刘洋,银行卡
ORD-202400756,2025-06-13,2025-06-14,标准快递,华东,南京,C01195,黄芳洋,教育机构,办公用品,签字笔,491.06,11,0.15,4591.41,-331.96,-0.0723,王芳,货到付款
ORD-202500336,2025-06-13,2025-06-18,自提,华北,天津,C01009,杨芳静,政府机构,办公用品,签字笔,190.51,10,0.3,1333.57,308.59,0.2314,张明,货到付款
ORD-202500589,2025-06-13,2025-06-18,专线物流,华东,苏州,C01145,赵强,企业客户,食品饮料,坚果零食,153.44,3,0.25,345.24,78.68,0.2279,王芳,支付宝
ORD-202400416,2025-06-14,2025-06-15,顺丰速运,西北,西安,C01071,黄艳,个人消费者,电子产品,耳机,2311.73,36,0.3,58255.6,3297.27,0.0566,赵强,对公转账
ORD-202400001,2025-06-15,2025-06-21,京东物流,华中,郑州,C01105,徐丽芳,政府机构,家居用品,电风扇,1324.58,32,0,42386.56,4726.1,0.1115,李华,银行卡
ORD-202400221,2025-06-15,2025-06-21,标准快递,华中,武汉,C01123,吴丽娟,教育机构,电子产品,充电器,2781.41,8,0.15,18913.59,4015.36,0.2123,周伟,微信支付
ORD-202400767,2025-06-15,2025-06-22,顺丰速运,华中,郑州,C01107,周娜强,教育机构,服装鞋帽,裤子,1291.1,29,0.2,29953.52,6868.34,0.2293,孙磊,微信支付
ORD-202400925,2025-06-15,2025-06-22,顺丰速运,西南,南宁,C01154,周杰,教育机构,电子产品,移动电源,6036.26,43,0,259559.18,-4853.76,-0.0187,孙磊,支付宝
ORD-202500798,2025-06-15,2025-06-21,京东物流,华东,宁波,C01067,吴芳磊,政府机构,食品饮料,咖啡,158.02,23,0.2,2907.57,316.63,0.1089,刘洋,对公转账
ORD-202400661,2025-06-16,2025-06-18,京东物流,华中,郑州,C01099,王超,政府机构,办公用品,订书机,362.46,6,0.1,1957.28,239.18,0.1222,郑丽,信用卡
ORD-202400896,2025-06-16,2025-06-23,京东物流,华北,太原,C01088,陈涛勇,企业客户,食品饮料,乳制品,69.39,28,0.1,1748.63,116.98,0.0669,陈静,微信支付
ORD-202500277,2025-06-16,2025-06-20,专线物流,东北,长春,C01199,徐丽,政府机构,电子产品,移动电源,3365.86,17,0.25,42914.72,-1956.91,-0.0456,孙磊,货到付款
ORD-202500719,2025-06-16,2025-06-18,自提,华北,太原,C01176,刘伟伟,企业客户,食品饮料,饼干,20.41,49,0,1000.09,73.81,0.0738,陈静,支付宝
ORD-202500797,2025-06-16,2025-06-18,顺丰速运,华中,郑州,C01137,朱洋,个人消费者,食品饮料,咖啡,43.18,36,0.2,1243.58,68.77,0.0553,周伟,信用卡
ORD-202400363,2025-06-17,2025-06-18,京东物流,东北,大连,C01055,张杰,个人消费者,食品饮料,饼干,108.8,6,0.1,587.52,-0.29,-0.0005,陈静,银行卡
